Name,Price,Cuisine_Category,City,Region,Cuisine_Type,Timing,Rating_Types,Rating,Votes
Lemon Grass,700,"Chinese,North Indian,Biryani",Chennai,Avadi,Quick Bites,11am to 11pm(Mon-Sun),Average,2.8,44
Pizza Toppers,300,"Fast Food,Pizza,Burger",Chennai,Anna Nagar West,Quick Bites,11am to 1030pm(Mon-Sun),Average,3.3,25
Asia Seven Express,400,"Chinese,Japanese,Thai,Seafood,Momos",Chennai,Phoenix Market City-- Velachery,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,29
Hotel Sakthi Tiffin Center,150,South Indian,Chennai,Mogappair,Quick Bites,7am to 1030pm(Mon-Sun),Very Good,4.0,39
Crescent Bakery,250,"Bakery,Fast Food",Chennai,Perungudi,Bakery,9am to 10pm(Mon-Sun),Good,3.8,44
Signature,500,"North Indian,Chinese,Arabian",Chennai,T. Nagar,Casual Dining,"12noon to 315pm,630pm to 11pm(Mon-Sun)",Average,3.4,44
Kolkatta Chapati,300,"Street Food,Juices,North Indian",Chennai,Chromepet,Quick Bites,12noon to 11pm(Mon-Sun),Good,3.7,49
Sri Krishna Foods,250,South Indian,Chennai,Pallavaram,none,"730am to 10am,12noon to 230pm,7pm to 9pm...",Average,3.1,37
Bihari Dhaba,300,North Indian,Chennai,Potheri,Quick Bites,12noon to 1030pm(Mon-Sun),Good,3.5,51
Dwaraka,300,"South Indian,Street Food",Chennai,Kodambakkam,Casual Dining,4pm to 10pm(Mon-Sun),Good,3.6,32
Hyderabad House Biryani Place,400,"Biryani,North Indian,South Indian",Chennai,Karapakkam,Casual Dining,11am to 11pm(Mon-Sun),Average,2.8,30
Food Out,500,"Chinese,Biryani,North Indian",Chennai,Thiruvanmiyur,none,11am to 5am(Mon-Sun),Good,3.6,436
Aarumah Multi Cuisine Restaurant,650,"South Indian,North Indian,Chinese",Chennai,Velachery,Casual Dining,11am to 2am(Mon-Sun),Good,3.5,363
Hotel Delma,400,"Arabian,North Indian,Chinese",Chennai,Porur,Casual Dining,1130am to 12midnight(Mon-Sun),Good,3.7,319
Amelie's,900,"Cafe,Continental,Italian",Chennai,Alwarpet,Café,"11am to 11pm(Mon-Fri),11am to 12midnight(Sat-Sun)",Very Good,4.4,1219
Al Shafin Multi Cuisine Restaurant,700,"Arabian,North Indian,Chinese,Juices",Chennai,Perungudi,Casual Dining,1215pm to 12midnight(Mon-Sun),Good,3.8,407
Rollin,400,"North Indian,Continental,Chinese,Pizza",Chennai,Potheri,none,7pm to 2am(Mon-Sun),Average,3.1,421
SGS Snackers,200,Fast Food,Chennai,K.K. Nagar,Quick Bites,7am to 3am(Mon-Sun),Very Good,4.0,302
Drizzle by the beach,1000,"Continental,Italian,North Indian",Chennai,Palavakkam,Casual Dining,"11am to 11pm(Mon-Thu),11am to 1230AM(Fri-Sun)",Good,3.8,351
Bubble Bee,400,"Cafe,Desserts,Beverages,Bubble Tea",Chennai,Anna Nagar West,Café,1130am to 1130pm(Mon-Sun),Very Good,4.0,246
